鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.59,都市：其他:第二種住宅區,,,1090612,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,187.45,3,2,2,有,有,23400000,136245,坡道平面,30.38,2000000,預售屋、或土地及建物分次登記案件;,RPORMLNLIIPFFBF28DA,89.14,4.41,11.57,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,26.04,都市：其他:第二種住宅區,,,1090807,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,217.84,3,2,2,有,有,25900000,141966,坡道平面,60.76,3600000,預售屋、或土地及建物分次登記案件;,RPQRMLNLIIPFFBF48DA,89.14,4.41,11.57,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.59,都市：其他:第二種住宅區,,,1090612,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,187.45,3,2,2,有,有,23800000,138473,坡道平面,30.38,2050000,預售屋、或土地及建物分次登記案件;,RPRRMLNLIIPFFBF58DA,89.14,4.41,11.57,有
林口區,房地(土地+建物),文化二路一段361~390號,7.05,都市：其他:第五種住宅區,,,1090930,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840705,38.43,1,1,1,有,有,2900000,75462,,0.0,0,,RPSRMLNLIIPFFBF68DA,26.24,0.0,3.86,有
新莊區,房地(土地+建物)+車位,昌和街31~60號,26.72,都市：其他:第二種住宅區,,,1090816,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,194.82999999999998,3,2,2,有,有,25700000,144421,坡道平面,30.38,1950000,預售屋、或土地及建物分次登記案件;,RPTRMLNLIIPFFBF78DA,93.44,4.16,12.29,有
新莊區,房地(土地+建物)+車位,昌和街31~60號,27.39,都市：其他:第二種住宅區,,,1090828,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,226.10000000000002,3,2,2,有,有,27800000,145760,坡道平面,60.76,3700000,預售屋、或土地及建物分次登記案件;,RPURMLNLIIPFFBF88DA,94.14,4.16,12.18,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,10.55,都市：其他:第二種住宅區,,,1090227,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,92.45,2,1,1,有,有,10960000,143548,坡道平面,30.38,2050000,預售屋、或土地及建物分次登記案件;,RPVRMLNLIIPFFBF98DA,36.76,0.0,4.2,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,10.55,都市：其他:第二種住宅區,,,1090305,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,92.72,2,1,1,有,有,11000000,143568,坡道平面,30.38,2050000,預售屋、或土地及建物分次登記案件;,RPWRMLNLIIPFFBF09DA,36.93,0.0,4.2,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,20.21,都市：其他:第二種住宅區,,,1090705,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,153.48000000000002,3,2,2,有,有,18150000,132413,坡道平面,30.38,1850000,預售屋、或土地及建物分次登記案件;,RPXRMLNLIIPFFBF56DA,72.23,4.57,5.95,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,20.21,都市：其他:第二種住宅區,,,1090228,土地1建物1車位1,七層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,153.48000000000002,3,2,2,有,有,17990000,129894,坡道平面,30.38,2000000,預售屋、或土地及建物分次登記案件;,RPOSMLNLIIPFFBF38DA,72.23,4.57,5.95,有
新莊區,房地(土地+建物)+車位,思源路370巷1~30號,15.29,都市：其他:第二種住宅區,,,1090731,土地1建物1車位1,十八層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081017,106.66,1,1,1,有,有,12000000,131254,坡道平面,29.71,1900000,房屋含車位買賣價款含營業稅,RPUNMLNLIIPFFBF48DA,40.06,2.38,2.34,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,26.94,都市：其他:第二種住宅區,,,1090412,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,196.13,3,2,2,有,有,24750000,137255,坡道平面,30.38,2000000,預售屋、或土地及建物分次登記案件;,RPTTMLNLIIPFFBF98DA,94.07,4.16,12.54,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,19.98,都市：其他:第二種住宅區,,,1090613,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,152.99,3,2,2,有,有,17800000,130087,坡道平面,30.38,1850000,預售屋、或土地及建物分次登記案件;,RPRSMLNLIIPFFBF68DA,72.03,4.65,5.78,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.59,都市：其他:第二種住宅區,,,1090818,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,187.45,3,2,2,有,有,23900000,139747,坡道平面,30.38,1950000,預售屋、或土地及建物分次登記案件;,RPTSMLNLIIPFFBF88DA,89.14,4.41,11.57,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.59,都市：其他:第二種住宅區,,,1090917,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,187.75,3,2,2,有,有,24000000,140751,坡道平面,30.38,1850000,,RPVSMLNLIIPFFBF09DA,89.31,4.41,11.57,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.82,都市：其他:第二種住宅區,,,1090917,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,188.26,3,2,2,有,有,24800000,146314,坡道平面,30.38,1700000,,RPWSMLNLIIPFFBF56DA,89.78,4.41,11.47,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.59,都市：其他:第二種住宅區,,,1090227,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,187.45,3,2,2,有,有,23410000,135672,坡道平面,30.38,2100000,,RPXSMLNLIIPFFBF66DA,89.14,4.41,11.57,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,26.04,都市：其他:第二種住宅區,,,1090816,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,217.84,3,2,2,有,有,26000000,141966,坡道平面,60.76,3700000,,RPOTMLNLIIPFFBF48DA,89.14,4.41,11.57,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.82,都市：其他:第二種住宅區,,,1090907,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,188.26,3,2,2,有,有,23580000,138586,坡道平面,30.38,1700000,,RPPTMLNLIIPFFBF58DA,89.78,4.41,11.47,有
林口區,房地(土地+建物)+車位,文化三路一段617巷31~60號,19.97,都市：其他:第五種住宅區,,,1091003,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060705,167.6,3,2,2,有,有,14800000,88305,坡道平面,30.36,0,,RPOQMLQLIIPFFBF48DA,84.09,3.86,7.8,有
新莊區,房地(土地+建物),思源路287巷2弄1~30號,20.86,都市：其他:住宅區,,,1090925,土地1建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0650511,72.0,2,1,1,有,無,10500000,145833,,0.0,0,,RPSNMLRLIIPFFBF68DA,72.0,0.0,0.0,無
新莊區,房地(土地+建物)+車位,榮華路一段31~60號,20.28,都市：其他:第二種住宅區,,,1090928,土地1建物1車位1,十四層，見其他登記事項,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051129,168.35,1,2,2,有,有,21100000,125334,坡道平面,41.31,0,夾層;,RPOOMLRLIIPFFBF38DA,72.39,7.88,4.84,有
泰山區,房地(土地+建物),泰林路二段292巷1~30號,272.0,都市：其他:乙種工業區,,,1090701,土地1建物1車位0,全,三層,透天厝,工商用,鋼筋混凝土造,0780805,572.86,3,1,8,有,無,60000000,104738,,0.0,0,天車乙台頂樓加蓋;其他增建;未登記建物;未登記建物;,RPROMLRLIIPFFBF68DA,524.47,22.64,25.75,無
新莊區,房地(土地+建物)+車位,雙鳳路77巷1~30號,18.15,都市：其他:住宅區,,,1090426,土地1建物1車位2,五層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050704,194.82,4,2,2,有,有,18680000,104408,坡道機械,36.02,2100000,含裝潢費;,RPRPMLRLIIPFFBF78DA,88.69,12.7,7.12,有
新莊區,房地(土地+建物),雙鳳路77巷1~30號,17.11,都市：其他:住宅區,,,1090828,土地1建物1車位0,二十一層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050704,152.94,4,2,2,有,有,17800000,116386,,0.0,0,,RPSPMLRLIIPFFBF88DA,84.8,13.26,6.88,有
新莊區,房地(土地+建物)+車位,雙鳳路77巷1~30號,25.14,都市：其他:住宅區,,,1090802,土地1建物1車位1,十層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050914,230.36,4,2,2,有,有,22000000,105730,坡道平面,39.78,1850000,含裝潢費;,RPTPMLRLIIPFFBF98DA,113.01,9.03,8.4,有
新莊區,房地(土地+建物),中華路二段258巷1~30號,19.53,都市：其他:住宅區,,,1091005,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800614,96.74,2,1,1,有,有,9800000,101302,,0.0,0,,RPUPMLQLIIPFFBF98DA,58.48,0.0,8.98,有
新莊區,房地(土地+建物),後港一路49巷3弄1~30號,33.55,都市：其他:住宅區,,,1090912,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760916,132.16,3,2,1,有,無,10600000,80206,,0.0,0,,RPWNMLQLIIPFFBF98DA,112.48,0.0,6.76,無
林口區,房地(土地+建物)+車位,忠孝路271~300號,17.85,都市：其他:中心商業區,,,1091005,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090312,171.11,3,2,2,有,有,18800000,109871,坡道平面,29.88,0,,RPQNMLPLIIPFFBF28DA,87.1,2.01,9.59,有
林口區,土地,建林段151~180地號,2311.97,都市：其他:第二種住宅區,,,1090729,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,419622000,181500,,0.0,0,預售屋、或土地及建物分次登記案件;,RPUNMLQLIIPFFBF78DA,0.0,0.0,0.0,無
新莊區,房地(土地+建物),中港路631~660號,29.65,都市：其他:道路用地,,,1090810,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730822,91.98,0,0,0,無,無,7070000,76865,,0.0,0,,RPTNNLMLIIPFFBF38DA,83.95,0.0,8.03,無
新莊區,房地(土地+建物)+車位,思源路370巷1~30號,27.35,都市：其他:第二種住宅區,,,1091004,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081017,167.29000000000002,3,2,2,有,有,19380000,115847,坡道平面,0.0,0,,RPQNMLNLIIPFFBF08DA,70.16,6.34,3.62,有
林口區,房地(土地+建物)+車位,文化三路一段555巷91~120號,28.19,都市：其他:第五種住宅區,,,1091006,土地1建物1車位1,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961228,185.69,4,2,2,有,有,13000000,70009,坡道平面,27.54,0,,RPRNMLNLIIPFFBF18DA,99.98,0.0,12.64,有
新莊區,房地(土地+建物)+車位,中港路1~30號,23.25,都市：其他:住宅區,,,1090909,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0801009,130.54,3,2,2,有,有,11800000,90401,升降機械,0.0,1200000,,RPTONLMLIIPFFBF48DA,95.16,0.0,9.02,有
林口區,房地(土地+建物)+車位,文化三路一段39巷121~150號,26.56,都市：其他:第五種住宅區,,,1090930,土地1建物1車位2,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1001123,249.43,3,2,2,有,有,24500000,98224,坡道平面,53.16,0,未登記建物;,RPWONLMLIIPFFBF78DA,119.2,3.29,12.03,有
林口區,房地(土地+建物)+車位,八德路361~390號,20.43,都市：其他:第五種住宅區,,,1090918,土地1建物1車位1,十二層,三十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1061130,203.32,3,2,2,有,有,20500000,100826,坡道平面,30.9,0,,RPOTMLLLIIPFFBF28DA,97.46,8.96,8.75,有
林口區,房地(土地+建物)+車位,文化三路二段31~60號,40.54,都市：其他:中心商業區,,,1090913,土地1建物1車位2,十層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1010712,382.59000000000003,3,2,2,有,有,28800000,75276,坡道平面,76.7,0,,RPOSMLLLIIPFFBF18DA,202.26,2.88,20.13,有
新店區,房地(土地+建物),民族路1~30號,37.26,都市：其他:第四種住宅區,,,1090830,土地1建物1車位0,四層，陽臺,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700806,139.26000000000002,5,0,5,有,無,18050000,129614,,0.0,0,陽台外推;,RPQPMLMKIIPFFCF18DA,127.68,0.0,0.0,無
新店區,房地(土地+建物),德正街17巷1~30號,33.45,都市：其他:第四種住宅區,,,1090521,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670707,102.99,3,2,2,有,無,10600000,102923,,0.0,0,陽台外推;,RPRNMLSJIIPFFCF58DA,88.06,0.0,14.93,無
新店區,房地(土地+建物),北新路三段65巷1~30號,23.74,都市：其他:第四種住宅區,,,1091008,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0681105,77.21,2,2,1,有,無,11000000,142469,,0.0,0,價金中有220萬債務免除親友、員工、共有人或其他特殊關係間之交易;其他增建;,RPPNMLLKIIPFFCF77DA,77.21,0.0,0.0,無
新莊區,房地(土地+建物)+車位,中央路271~300號,10.58,都市：其他:第二種商業區,,,1090912,土地1建物1車位1,八層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081101,117.0,0,0,0,無,有,12300000,138715,坡道平面,44.91,2300000,,RPRUMLQLIIPFFBF56DA,41.21,0.0,4.38,有
新莊區,房地(土地+建物)+車位,福美街241~270號,19.61,都市：其他:第二種住宅區,,,1091008,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020618,150.05,2,2,1,有,有,15710000,104698,坡道平面,45.65,0,,RPPNMLRLIIPFFBF38DA,66.64,4.42,1.56,有
林口區,房地(土地+建物)+車位,信義路301~330號,15.26,都市：其他:第五種住宅區,,,1091013,土地1建物1車位1,一層，見其他登記事項,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020321,134.7,0,1,2,有,有,10000000,74239,坡道平面,15.25,0,親友、員工、共有人或其他特殊關係間之交易;,RPTTMLQLIIPFFBF66DA,75.65,0.0,7.0,有
林口區,房地(土地+建物)+車位,文化三路一段617巷31~60號,15.15,都市：其他:第五種住宅區,,,1090908,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060705,127.13999999999999,2,2,1,有,有,11950000,93991,坡道平面,0.0,0,其他增建;,RPPUMLQLIIPFFBF98DA,59.47,3.82,4.23,有
新莊區,房地(土地+建物),富國路176巷1~30號,3.83,都市：其他:商業區,,,1091016,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821207,40.05,0,0,0,無,有,4150000,103620,,0.0,0,,RPPTMLRLIIPFFBF98DA,25.57,0.0,3.4,有
新莊區,房地(土地+建物),民安西路451~480號,19.4,都市：其他:乙種工業區,,,1091008,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,0830707,118.85,3,1,2,有,有,8000000,67312,,0.0,0,,RPQTMLRLIIPFFBF09DA,89.18,0.0,9.1,有
林口區,房地(土地+建物)+車位,公園路181~210號,14.79,都市：其他:第五種住宅區,,,1090914,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940902,110.97,2,2,1,有,有,9100000,82004,坡道平面,29.87,0,陽台外推;,RPXQMLRLIIPFFBF86DA,53.56,1.33,4.37,有
新店區,房地(土地+建物),光明街224巷20弄1~30號,30.24,都市：其他:第四種住宅區,,,1090924,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701231,107.16,3,2,2,有,無,10700000,99851,,0.0,0,,RPRNMLSLRHPFFCF96DA,89.52,0.0,17.64,無
新店區,房地(土地+建物)+車位,安祥路151~180號,205.51,,山坡地保育區,丙種建築用地,1090703,土地10建物1車位1,三層,九層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1061201,245.15,4,2,2,有,有,15100000,67027,坡道平面,43.74,1600000,預售屋、或土地及建物分次登記案件;,RPQNMLTKIIPFFCF68DA,126.65,3.27,14.26,有
新店區,房地(土地+建物)+車位,安祥路156巷31~60號,164.34,,山坡地保育區,丙種建築用地,1090928,土地10建物1車位1,四層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070606,189.26,3,2,2,有,有,12300000,69577,坡道平面,36.91,1700000,預售屋、或土地及建物分次登記案件;,RPUNMLTKIIPFFCF09DA,92.98,4.92,10.23,有
新店區,房地(土地+建物)+車位,安祥路190巷1~30號,134.94,,山坡地保育區,丙種建築用地,1090905,土地10建物1車位1,二層,八層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1060428,172.8,3,2,2,有,有,11500000,71174,坡道平面,35.11,1700000,預售屋、或土地及建物分次登記案件;,RPQNMLPKIIPFFCF28DA,87.2,2.39,9.78,有
新店區,房地(土地+建物)+車位,安祥路158巷1~30號,277.93,,山坡地保育區,丙種建築用地,1090910,土地10建物1車位2,六層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070703,294.6,4,2,2,有,有,16980000,65769,坡道平面,88.12,3400000,2個車位無法拆算價格預售屋、或土地及建物分次登記案件;,RPRNMLPKIIPFFCF38DA,127.91,3.53,14.0,有
新店區,土地,安康段871~900地號,32.12,都市：其他:農業區,,,1091015,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1455000,45299,,0.0,0,,RPROMLPKIIPFFCF48DA,0.0,0.0,0.0,無
新店區,房地(土地+建物)+車位,北宜路二段421~450號,16.01,都市：其他:第三種住宅區。,,,1091011,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960917,152.89,3,2,1,有,有,11250000,73582,坡道平面,29.93,0,陽台外推;夾層;其他增建;,RPTNMLKLIIPFFCF18DA,78.54,0.0,6.11,有
新店區,房地(土地+建物),北宜路二段116巷1~30號,12.45,都市：其他:第三種住宅區。,,,1090914,土地2建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880701,116.34,3,2,2,有,有,8970000,77102,,0.0,0,,RPTPMLKLIIPFFCF38DA,79.85,0.0,9.58,有
