鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,
板橋區,房地(土地+建物)+車位,藝文街361~390號,19.46,都市：其他:第二種住宅區,,,1090806,土地1建物1車位2,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,182.2,3,2,2,有,有,19600000,137979,坡道平面,66.24,3600000,預售屋、或土地及建物分次登記案件;,RPXQMLTLRHPFFAF77DA,66.23,5.21,4.45,有
板橋區,房地(土地+建物)+車位,藝文街361~390號,15.35,都市：其他:第二種住宅區,,,1090916,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,126.15,2,2,1,有,有,14200000,133290,坡道平面,33.12,1800000,預售屋、或土地及建物分次登記案件;,RPPQMLRJIIPFFAF38DA,52.51,3.83,4.56,有
板橋區,房地(土地+建物)+車位,藝文街361~390號,156.21,都市：其他:第二種住宅區,,,1091005,土地1建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090804,127.69999999999999,2,2,1,有,有,13800000,133221,坡道平面,33.12,1200000,預售屋、或土地及建物分次登記案件;,RPSQMLRJIIPFFAF68DA,54.34,3.63,3.99,有
板橋區,房地(土地+建物)+車位,藝文街361~390號,14.93,都市：其他:第二種住宅區,,,1090924,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,123.34,2,2,1,有,有,13450000,133562,坡道平面,33.12,1400000,預售屋、或土地及建物分次登記案件;,RPUQMLRJIIPFFAF88DA,51.18,3.72,4.19,有
板橋區,房地(土地+建物)+車位,華江一路511~540號,19.62,都市：其他:第二種住宅區,,,1090819,土地1建物1車位1,十七層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081226,131.14,2,2,1,有,有,16280000,124142,坡道平面,34.41,0,,RPWNMLSJIIPFFAF88DA,52.6,5.95,4.38,有
板橋區,房地(土地+建物)+車位,藝文街361~390號,152.76,都市：其他:第二種住宅區,,,1090912,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090804,125.52,2,2,1,有,有,13000000,127706,坡道平面,33.12,1200000,預售屋、或土地及建物分次登記案件;,RPSRMLOKRHPFFAF76DA,52.85,3.67,3.92,有
板橋區,房地(土地+建物)+車位,藝文街391~420號,15.05,都市：其他:第二種住宅區,,,1090911,土地1建物1車位1,五層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090804,124.09,2,2,1,有,有,12950000,129163,坡道平面,33.12,1200000,預售屋、或土地及建物分次登記案件;,RPURMLOKRHPFFAF96DA,52.08,3.51,3.92,有
土城區,房地(土地+建物),中央路一段241~270號,15.27,都市：其他:商業區,,,1090911,土地1建物1車位0,八層,三十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081120,101.32999999999998,1,0,0,有,有,11680000,115267,,0.0,0,工程折讓9萬元,RPQRMLPKRHPFFAF66DA,54.92,7.0,4.43,有
土城區,房地(土地+建物)+車位,中央路二段21巷121~150號,21.86,都市：其他:第二種商業區,,,1090910,土地1建物1車位1,二十三層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061213,155.39,3,2,1,有,有,17800000,133339,坡道平面,38.02,2150000,,RPVRMLPKRHPFFAF17DA,72.42,2.36,8.66,有
土城區,房地(土地+建物),中央路一段241~270號,15.27,都市：其他:商業區,,,1090917,土地1建物1車位0,二十四層,三十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081120,101.32999999999998,1,0,0,有,有,12370000,122076,,0.0,0,工程折讓9萬元,RPQTMLOLRHPFFAF86DA,54.92,7.0,4.43,有
土城區,房地(土地+建物)+車位,中央路二段21巷91~120號,28.35,都市：其他:第二種商業區,,,1090817,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061213,186.51,3,2,2,有,有,22600000,132117,坡道平面,32.48,2250000,,RPVNNLSLQHPFFAF17DA,94.43,6.26,9.0,有
板橋區,房地(土地+建物)+車位,藝文街361~390號,19.08,都市：其他:第二種住宅區,,,1090804,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,149.1,3,2,2,有,有,17880000,139076,坡道平面,33.12,1750000,預售屋、或土地及建物分次登記案件;,RPWRMLKKRHPFFAF76DA,66.16,5.3,4.45,有
板橋區,房地(土地+建物)+車位,藝文街391~420號,13.43,都市：其他:第二種住宅區,,,1090805,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,114.09,2,2,1,有,有,12500000,139558,坡道平面,33.12,1200000,預售屋、或土地及建物分次登記案件;,RPTSMLKKRHPFFAF56DA,43.65,5.1,4.23,有
板橋區,房地(土地+建物)+車位,藝文街391~420號,13.43,都市：其他:第二種住宅區,,,1090824,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,114.09,2,2,1,有,有,13000000,141410,坡道平面,33.12,1550000,預售屋、或土地及建物分次登記案件;,RPVSMLKKRHPFFAF76DA,43.65,5.1,4.23,有
板橋區,房地(土地+建物)+車位,藝文街391~420號,17.04,都市：其他:第二種住宅區,,,1090828,土地1建物1車位2,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,167.27,3,2,1,有,有,16700000,135603,坡道平面,66.24,3000000,預售屋、或土地及建物分次登記案件;,RPQTMLKKRHPFFAF98DA,56.95,5.01,4.13,有
板橋區,房地(土地+建物)+車位,藝文街361~390號,15.01,都市：其他:第二種住宅區,,,1090903,土地1建物1車位1,四層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090804,123.78999999999999,2,2,1,有,有,13780000,136539,坡道平面,33.12,1400000,預售屋、或土地及建物分次登記案件;,RPRTMLKKRHPFFAF09DA,51.46,3.72,4.19,有
板橋區,房地(土地+建物)+車位,藝文街361~390號,13.43,都市：其他:第二種住宅區,,,1090906,土地1建物1車位1,十二層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,114.13,2,2,1,有,有,12750000,138872,坡道平面,33.12,1500000,預售屋、或土地及建物分次登記案件;,RPQUMLKKRHPFFAF09DA,43.67,5.11,4.24,有
板橋區,房地(土地+建物)+車位,藝文街361~390號,13.43,都市：其他:第二種住宅區,,,1090903,土地1建物1車位1,十三層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090804,114.13,2,2,1,有,有,12780000,139242,坡道平面,33.12,1500000,預售屋、或土地及建物分次登記案件;,RPRUMLKKRHPFFAF56DA,43.67,5.11,4.24,有
土城區,房地(土地+建物)+車位,日和街1~30號,34.65,都市：其他:商業區,,,1090725,土地1建物1車位1,七層,三十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081120,265.38,3,2,3,有,有,32000000,131340,坡道平面,39.63,2350000,,RPWRMLSLPHPFFAF47DA,124.16,9.11,14.65,有
土城區,房地(土地+建物)+車位,中央路二段61巷31~60號,32.68,都市：其他:第二種商業區,,,1090827,土地1建物1車位2,二十五層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061213,246.53,4,2,2,有,有,26800000,130799,坡道平面,76.04,4500000,,RPPQMLMJRHPFFAF68DA,104.16,5.36,11.65,有
土城區,房地(土地+建物),中央路二段21巷91~120號,27.15,都市：其他:第二種商業區,,,1090818,土地1建物1車位0,十三層,二十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061213,155.01,3,2,2,有,有,19490000,125734,,0.0,0,,RPSNNLSLQHPFFAF86DA,95.21,6.26,9.0,有
土城區,房地(土地+建物)+車位,中央路二段21巷121~150號,28.83,都市：其他:第二種商業區,,,1090916,土地1建物1車位1,二十四層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061213,189.88,3,2,2,有,有,22430000,128844,坡道平面,32.48,2150000,,RPXQMLSLRHPFFAF67DA,96.61,6.26,9.0,有
板橋區,房地(土地+建物),新興路1~30號,2.92,都市：其他:商業區,,,1090927,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050316,38.17,1,0,1,有,有,5400000,141472,,0.0,0,雨遮外推,RPPQMLNKIIPFFAF08DA,18.5,1.8,0.0,有
土城區,房地(土地+建物),中華路一段31~60號,8.19,都市：其他:第一種住宅區,,,1090911,土地1建物1車位0,九層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840121,90.66,3,2,1,有,有,10420000,114935,,0.0,0,陽台外推;其他增建;,RPRQMLOKIIPFFAF38DA,60.65,0.93,9.26,有
土城區,房地(土地+建物)+車位,金城路二段242巷1~30號,21.34,都市：其他:第二種商業區,,,1090904,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0901228,163.03,3,2,2,有,有,16530000,101392,坡道平面,29.26,0,陽台外推;其他增建;,RPUSMLSJIIPFFAF56DA,80.92,4.18,8.84,有
板橋區,房地(土地+建物),文化路一段270巷3弄31~60號,22.8,都市：其他:住宅區,,,1090804,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680511,72.41,3,2,1,有,無,10000000,138102,,0.0,0,陽台外推;其他增建;,RPPRMLOKIIPFFAF28DA,58.9,0.0,13.51,無
板橋區,房地(土地+建物)+車位,國慶路158巷1~30號,17.38,都市：其他:住宅區,,,1091015,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960723,149.36,3,2,2,有,有,17700000,137091,坡道機械,31.92,1600000,陽台外推;,RPOUMLPKIIPFFAF58DA,74.57,1.5,8.74,有
板橋區,房地(土地+建物),光環路二段31~60號,15.08,都市：其他:住宅區,,,1040731,土地1建物1車位0,十層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1071213,107.14,2,2,2,有,有,15000000,140004,,0.0,0,本案房地交易總價為預售當時價格。,RPXQMLQLIIPFFAF66DA,61.78,4.7,4.97,有
土城區,土地,青雲段331~360地號,585.62,都市：其他:第二種商業區,,,1090910,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,177150000,302500,,0.0,0,,RPVRMLQLIIPFFAF56DA,0.0,0.0,0.0,無
土城區,房地(土地+建物)+車位,永豐路13巷31~60號,38.41,都市：其他:第一種住宅區,,,1090919,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,268.57,4,2,3,有,有,25930000,115339,坡道平面,76.7,3800000,,RPWRMLQLIIPFFAF66DA,126.4,5.74,16.06,有
板橋區,房地(土地+建物),民生路三段301~330號,3.2,都市：其他:住宅區,,,1090809,土地1建物1車位0,三十五層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,94.24,3,2,2,有,有,13000000,137946,,0.0,0,陽台外推;夾層;其他增建;,RPTOMLQLIIPFFAF68DA,57.73,0.0,11.59,有
板橋區,房地(土地+建物)+車位,永翠路91~120號,15.1,都市：其他:第二種住宅區,,,1090930,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090420,124.9,3,2,1,有,有,14460000,115773,坡道平面,0.0,0,,RPRPMLQLIIPFFAF58DA,53.92,3.95,4.44,有
板橋區,房地(土地+建物)+車位,長江路二段31~60號,6.53,都市：其他:住宅區,,,1090912,土地1建物1車位1,三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870622,121.78999999999999,3,2,2,有,有,14060000,115445,坡道機械,16.23,0,,RPXPMLQLIIPFFAF56DA,72.69,1.15,8.63,有
板橋區,房地(土地+建物),民權路202巷9弄31~60號,39.67,都市：其他:住宅區,,,1090927,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,0621106,77.66,5,2,2,有,無,12700000,163533,,0.0,0,陽台外推;頂樓加蓋;,RPQQMLQLIIPFFAF58DA,77.66,0.0,0.0,無
板橋區,房地(土地+建物),莊敬路125巷1弄1~30號,22.0,都市：其他:住宅區,,,1090922,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,70.7,3,1,1,有,無,4450000,62942,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPXOMLRLIIPFFAF56DA,70.7,0.0,0.0,無
板橋區,房地(土地+建物)+車位,南雅南路二段1~30號,24.24,都市：其他:住宅區,,,1091013,土地3建物1車位1,十五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860911,195.26,2,2,2,有,有,23350000,119584,坡道平面,0.0,0,,RPOPMLRLIIPFFAF38DA,118.65,0.0,14.35,有
土城區,房地(土地+建物),福安街8巷1~30號,32.42,都市：其他:住宅區,,,1090929,土地3建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700724,95.24,3,0,2,有,無,5800000,60899,,0.0,0,,RPQPMLRLIIPFFAF58DA,84.57,0.0,10.67,無
板橋區,房地(土地+建物),永豐街91~120號,34.0,都市：其他:住宅區,,,1090829,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641223,88.77,3,2,1,有,無,8800000,99133,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;陽台外推;頂樓加蓋;,RPRPMLRLIIPFFAF68DA,88.77,0.0,0.0,無
土城區,車位,明德路一段29巷1~30號,2.06,都市：其他:第二種住宅區,,,1091015,土地3建物1車位1,,,其他,,,,32.22,0,0,0,有,有,1400000,,坡道平面,32.22,1400000,僅車位交易;,RPTTMLRLIIPFFAF66DA,0.0,0.0,0.0,有
板橋區,土地,光華段241~270地號,82.44,都市：其他:道路用地,,,1091013,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,14409672,174790,,0.0,0,,RPQOMLNLIIPFFAF08DA,0.0,0.0,0.0,無
土城區,房地(土地+建物),中央路二段181~210號,3.46,都市：其他:第二種住宅區,,,1090930,土地2建物1車位0,十一層,十六層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0840608,50.14,2,1,1,有,有,4900000,97726,,0.0,0,,RPUOMLNLIIPFFAF48DA,26.73,6.65,5.3,有
土城區,房地(土地+建物),學府路一段144巷1~30號,60.32,都市：其他:第二種住宅區,,,1091001,土地2建物1車位0,全,二層,透天厝,住家用,加強磚造,0570408,99.96,3,2,2,有,無,8900000,89036,,0.0,0,增值稅由買方負擔繳納親友、員工、共有人或其他特殊關係間之交易;,RPVQMLMLIIPFFAF68DA,99.96,0.0,0.0,無
板橋區,房地(土地+建物),南雅南路一段7巷22弄1~30號,24.8,都市：其他:住宅區,,,1090926,土地2建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,86.01,4,0,4,有,無,11800000,137193,,0.0,0,陽台外推;頂樓加蓋;其他增建;,RPRPMLMLIIPFFAF18DA,86.01,0.0,0.0,無
板橋區,房地(土地+建物)+車位,光正街61~90號,14.83,都市：其他:住宅區,,,1090923,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1070122,80.39,2,2,1,有,有,12000000,149272,塔式車位,10.7,0,,RPVPMLMLIIPFFAF58DA,38.34,1.22,3.59,有
板橋區,房地(土地+建物)+車位,華東街271~300號,10.12,都市：其他:住宅區,,,1090705,土地2建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050205,119.58,2,2,1,有,有,18660000,172785,坡道平面,22.87,1950000,預售屋、或土地及建物分次登記案件;,RPWPMLMLIIPFFAF68DA,57.92,2.87,7.18,有
板橋區,房地(土地+建物)+車位,南雅東路1~30號,6.87,都市：其他:商業區,,,1090929,土地2建物1車位2,一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0940525,90.44999999999999,0,0,1,有,無,13800000,152570,坡道平面,60.93,0,夾層;,RPTSMLLLIIPFFAF58DA,18.04,0.0,3.36,有
板橋區,房地(土地+建物),田單街2巷1~30號,43.5,都市：其他:第一種住宅區,,,1090801,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,101.6,3,2,1,有,無,9510000,93602,,0.0,0,陽台外推;其他增建;,RPOOMLLLIIPFFAF67DA,101.6,0.0,0.0,無
板橋區,房地(土地+建物),民生路三段301~330號,1.35,都市：其他:住宅區,,,1090920,土地1建物1車位0,十三層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,39.42,1,1,1,有,有,6260000,158843,,0.0,0,,RPQOMLLLIIPFFAF87DA,26.82,0.0,0.03,有
板橋區,房地(土地+建物),新海路331~360號,8.2,都市：其他:商業區,,,1090925,土地1建物1車位0,二十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860911,150.32999999999998,4,2,2,有,有,19100000,127054,,0.0,0,,RPPOMLMLIIPFFAF87DA,104.64,1.78,15.21,有
土城區,房地(土地+建物)+車位,中央路二段61巷1~30號,23.31,都市：其他:第二種商業區,,,1090905,土地1建物1車位1,十八層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061213,163.45,3,2,2,有,有,18480000,130989,坡道平面,38.02,2050000,,RPSOMLKLIIPFFAF97DA,77.76,3.12,8.59,有
土城區,房地(土地+建物),中央路二段316巷1~30號,61.01,都市：其他:第二種住宅區,,,1090916,土地1建物2車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,151.4,5,2,2,有,無,10600000,70013,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPTQMLQKIIPFFAF78DA,151.4,0.0,0.0,無
土城區,房地(土地+建物),中央路三段61~90號,29.72,都市：其他:乙種工業區,,,1090817,土地2建物1車位0,三層,十層,華廈(10層含以下有電梯),工商用,鋼筋混凝土造,,244.28,0,0,2,有,有,22300000,91289,,0.0,0,,RPXNMLRLIIPFFAF09DA,197.18,0.0,5.12,有
新莊區,房地(土地+建物),中正路340巷1~30號,11.0,都市：其他:住宅區,,,1070413,土地1建物1車位0,十四層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090618,86.37,2,2,2,有,有,11700000,135464,,0.0,0,,RPOTMLQLQHPFFBF86DA,53.81,0.0,3.22,有
新莊區,房地(土地+建物)+車位,中正路340巷31~60號,17.08,都市：其他:住宅區,,,1090604,土地1建物1車位1,七層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090618,144.95,3,2,2,有,有,17000000,124254,坡道平面,24.23,2000000,,RPOOMLKKRHPFFBF38DA,75.26,0.0,4.33,有
新莊區,房地(土地+建物)+車位,榮華路一段1~30號,17.61,都市：其他:第二種住宅區,,,1090919,土地1建物1車位1,八層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090102,141.72,2,2,1,有,有,16200000,137562,坡道平面,38.13,1950000,,RPPNMLKMRHPFFBF58DA,59.89,8.3,5.04,有
林口區,房地(土地+建物)+車位,南勢一街47巷1~30號,26.89,都市：其他:第二種住宅區,,,1090917,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081023,124.78999999999999,1,1,1,有,有,9700000,90638,坡道平面,37.63,1800000,,RPSRMLRJIIPFFBF88DA,54.27,0.0,5.28,有
林口區,房地(土地+建物),文化三路一段601~630號,17.84,都市：其他:中心商業區,,,1090926,土地1建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1080814,155.27,2,2,2,有,有,15700000,101114,,0.0,0,,RPUPMLRJIIPFFBF88DA,90.52,3.24,11.05,有
新莊區,房地(土地+建物)+車位,榮華路一段1~30號,20.4,都市：其他:第二種住宅區,,,1090919,土地1建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090102,158.31,2,2,1,有,有,18640000,138875,坡道平面,38.13,1950000,,RPOSMLSLRHPFFBF07DA,67.41,12.21,5.53,有
新莊區,房地(土地+建物)+車位,榮華路一段1~30號,17.61,都市：其他:第二種住宅區,,,1090918,土地1建物1車位1,十七層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090102,141.72,2,2,1,有,有,16200000,136596,坡道平面,38.13,2050000,,RPRUMLOLRHPFFBF17DA,59.89,8.3,5.04,有
林口區,房地(土地+建物)+車位,南勢一街47巷1~30號,26.89,都市：其他:第二種住宅區,,,1090906,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1081023,125.16,1,1,1,有,有,9700000,90255,坡道平面,37.63,1800000,,RPVNMLSKRHPFFBF17DA,54.27,0.0,5.28,有
林口區,房地(土地+建物)+車位,忠孝路361~390號,36.75,都市：其他:第五種住宅區,,,1090830,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980122,289.42,2,2,2,有,有,22850000,78951,坡道平面,59.58,0,,RPPNMLOLRHPFFBF88DA,138.87,8.51,14.58,有
林口區,房地(土地+建物)+車位,文化三路二段91~120號,24.0,都市：其他:第五種住宅區,,,1090919,土地1建物1車位1,五層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,195.84,2,2,2,有,有,20200000,106162,坡道平面,22.52,1800000,含裝潢費1500000元;,RPUPMLMKIIPFFBF48DA,101.1,6.15,8.89,有
泰山區,房地(土地+建物)+車位,全興路61~90號,27.83,都市：其他:第二種住宅區,,,1090916,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0920313,168.66,4,2,2,有,有,15200000,90122,坡道平面,27.33,0,陽台外推;,RPOPMLOKIIPFFBF08DA,95.26,1.28,8.68,有
五股區,房地(土地+建物),水碓路22巷1~30號,19.51,都市：其他:住宅區,,,1090928,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860129,115.61000000000001,3,2,2,有,有,7500000,64873,,0.0,0,,RPVNMLOKIIPFFBF58DA,79.72,2.84,10.62,有
新莊區,房地(土地+建物)+車位,新北大道三段151~180號,59.89,都市：其他:第二種商業區,,,1090901,土地1建物1車位5,十九層,四十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1070227,653.79,0,0,0,無,有,90550000,169500,坡道平面,187.3,11480000,,RPXNMLOKIIPFFBF78DA,272.68,0.0,24.7,有
新莊區,車位,新北大道四段31~60號,0.0,,,,1090702,土地0建物0車位1,,,其他,,,,39.97,0,0,0,有,有,2080000,,坡道平面,39.97,2080000,僅車位交易;,RPVNMLPKIIPFFBF68DA,0.0,0.0,0.0,有
新莊區,房地(土地+建物)+車位,中港路151~180號,19.21,都市：其他:住宅區,,,1090924,土地3建物1車位1,十一層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1080611,166.24,3,2,2,有,有,20000000,142420,坡道平面,35.64,1400000,,RPPRMLQKIIPFFBF58DA,73.02,3.4,8.77,有
新莊區,房地(土地+建物)+車位,新北大道四段181~210號,30.89,都市：其他:第二種商業區,,,1090707,土地1建物1車位2,二十二層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040907,301.05,3,2,3,有,有,38990000,154585,坡道平面,78.26,4550000,含傢俱設備費;,RPOTMLTKIIPFFBF98DA,136.18,0.0,16.01,有
林口區,房地(土地+建物)+車位,文化三路一段617巷61~90號,19.64,都市：其他:第五種住宅區,,,1090921,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060705,164.84,3,2,2,有,有,14700000,89177,坡道平面,30.36,0,其他增建;,RPQSMLTKIIPFFBF09DA,81.16,3.54,9.0,有
林口區,房地(土地+建物)+車位,松柏路61~90號,38.0,都市：其他:第二種住宅區,,,1090914,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090716,171.76999999999998,3,2,2,有,有,11000000,69521,坡道平面,35.12,1500000,,RPSNNLTKIIPFFBF88DA,77.73,4.39,9.66,有
林口區,房地(土地+建物)+車位,松柏路61~90號,38.02,都市：其他:第二種住宅區,,,1090914,土地1建物1車位2,四層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1090716,191.36,3,2,2,有,有,12600000,71721,坡道平面,54.72,2800000,,RPWNNLTKIIPFFBF66DA,77.74,4.38,9.66,有
林口區,房地(土地+建物)+車位,文化三路二段271~300號,23.49,都市：其他:中心商業區,,,1090903,土地1建物1車位1,四層,三十六層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1070628,286.2,3,2,3,有,有,26300000,90486,坡道平面,13.23,1600000,,RPUONLTKIIPFFBF56DA,166.52,3.01,19.01,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,27.39,都市：其他:第二種住宅區,,,1090227,土地1建物1車位2,六層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,226.51,3,2,2,有,有,26750000,137557,坡道平面,60.76,3950000,,RPSQMLNLIIPFFBF58DA,94.07,4.16,12.54,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,27.16,都市：其他:第二種住宅區,,,1090607,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,196.7,3,2,2,有,有,25100000,139490,坡道平面,30.38,1900000,,RPUQMLNLIIPFFBF78DA,94.53,4.16,12.43,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.59,都市：其他:第二種住宅區,,,1090902,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,187.45,3,2,2,有,有,27000000,160120,坡道平面,30.38,1850000,預售屋、或土地及建物分次登記案件;,RPVQMLNLIIPFFBF88DA,89.14,4.41,11.57,有
新莊區,房地(土地+建物)+車位,昌和街61~90號,25.59,都市：其他:第二種住宅區,,,1090823,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090903,187.45,3,2,2,有,有,23700000,139110,坡道平面,30.38,1850000,預售屋、或土地及建物分次登記案件;,RPXQMLNLIIPFFBF09DA,89.14,4.41,11.57,有
